"Entity_Name","Address","Floor","Borough","State","Zip","AED_NumPersonTrained","AED_NumAeds","Latitude","Longitude","Community_District","Council_District","Census_Tract_2010","NTA_Code","BBL","BIN","Location Point","Location Type","Last Updated"
"Mutual Redevelopment Houses, Inc","330 WEST 28 STREET","Building 7A - Physical Activity Studio","Manhattan","New York","10001","1","1","40.7491235","-73.99701886","104","3","9700","MN13","1007510001","1082796","POINT (-73.99701886 40.7491235)","Businesses & Commercial Spaces","07/03/2024"
"Philips Returns AED","162-02 HILLSIDE AVENUE","Building Extension-M110","Manhattan","New York","1",,"1","40.70847218","-73.80006469","412","24","44602","QN61","4097680022","4209031","POINT (-73.80006469 40.70847218)","Businesses & Commercial Spaces",
"Battery Park City School","55 Battery Place","outside room 103","Manhattan","New York","10280","13","1","40.70643282","-74.01781763","101","1","31704","MN25","1000160040","1087945","POINT (-74.01781763 40.70643282)","School",
"Anchin Block & Anchin","1375 BROADWAY","18th Floor","Manhattan","New York","10018","4","1","40.7523205","-73.98746128","105","3","10900","MN17","1008130016","1015254","POINT (-73.98746128 40.7523205)","Businesses & Commercial Spaces",
"Brownsville Recreation Center","1555 Linden Boulevard","1","Brooklyn","New York","11212","3","1","40.65546372","-73.90285303","316","42","92200","BK81","3038680002","3085992","POINT (-73.90285303 40.65546372)","Parks & Recreation",
"Pelham Fitz Senior Centers","18 Mt. Morris Park West","Kitchen","Manhattan","New York","10027","1","1","40.80481537","-73.94545638","111","9","19800","MN34","1017190001","1083967","POINT (-73.94545638 40.80481537)","Senior Centers",
"P.S. 056 Harry Eichler","86-10 114 Street","2nd Floor outside of room 106","Queens","New York","11418","12","1","40.69918224","-73.83529856","409","29","13000","QN54","4092260057","4192689","POINT (-73.83529856 40.69918224)","Public Schools",
"J.H.S. 104 Simon Baruch","330 East 21 Street","Rm 418","Manhattan","New York","10010","9","1","40.73608704","-73.98066248","106","2","6400","MN21","1009260001","1081671","POINT (-73.98066248 40.73608704)","Public Schools",
"WIN - Women in Need, Inc. (Harriet Tubman)","1403 Gateway Boulevard","FL 01","Queens","New York","11691","0","1","40.60172573","-73.74901529","414","31","2002","QN15","4155740036","4619442","POINT (-73.74901529 40.60172573)","Health & Social Services","08/16/2024"
"Wave Preparatory Elementary School","535 Briar Place","MAIN ENTRANCE","Queens","New York","11691","10","1","40.59929166","-73.75820706","414","31","99801","QN15","4157720031","4301194","POINT (-73.75820706 40.59929166)","School",
"Morgan Stanley - ISG - New York Metro - 750 7th Ave - Floor: 16","750 SEVENTH AVENUE","-","Manhattan","New York","10019","2","1","40.76074642","-73.98352505","105","3","12500","MN17","1010210026","1024795","POINT (-73.98352505 40.76074642)","Businesses & Commercial Spaces",
"P.S. 330 - Queens","110-08 Northern Blvd","Main Entrance","Queens","New York","11368","11","1","40.75787255","-73.8592001","403","21","38100","QN26","4017250001","4540038","POINT (-73.8592001 40.75787255)","Public Schools",
"WIN - Women in Need, Inc. (East River Family)","325 East 104th Street","FL 01","Manhattan","New York","10029","0","1","40.78899052","-73.9426273","111","8","3001","MN33","1016760011","1052712","POINT (-73.9426273 40.78899052)","Health & Social Services","08/16/2024"
"Marsh & McLennan - Lippincott - New York, NY","499 PARK AVENUE","-","Manhattan","New York","10022-1240","7","2","40.7628077","-73.96985756","105","4","11203","MN19","1013130004","1037164","POINT (-73.96985756 40.7628077)","Businesses & Commercial Spaces",
"Morgan Stanley - ISG - New York Metro - 750 7th Ave - Floor: 4","750 SEVENTH AVENUE","Floor: 4","Manhattan","New York","10019","1","1","40.76074642","-73.98352505","105","3","12500","MN17","1010210026","1024795","POINT (-73.98352505 40.76074642)","Businesses & Commercial Spaces",
"P469X @ X855 (X855)","577 East 139th Street","Main Entrance Behind Security","Bronx","New York","10454","9","1","40.8072682","-73.91644402","201","8","2702","BX39","2025520070","2003646","POINT (-73.91644402 40.8072682)","Public Schools",
"The Port Authority of New York & New Jersey - NYMT","90 COLUMBIA STREET","-","Brooklyn","New York","11201-5936","5","7","40.68868924","-74.00094473","306","39","4700","BK33","3002810001","3397709","POINT (-74.00094473 40.68868924)","Ferries & Other Transportation",
"The Bay Terrace","212-45 26th Avenue","Office","Queens","New York","11360","20","1","40.77827637","-73.77727282","407","19","99704","QN47","4059000002","4439463","POINT (-73.77727282 40.77827637)","Businesses & Commercial Spaces",
"Loeb & Loeb LLP","345 PARK AVENUE","Floor 18 Pantry (Lexington Ave. Side)","Manhattan","New York","10154","12","1","40.75816441","-73.97324549","105","4","10000","MN19","1013060001","1036460","POINT (-73.97324549 40.75816441)","Businesses & Commercial Spaces",
"Abramson Brothers, Inc. Realty Investments","71 West 47th Street","FL 01 - Lobby","Manhattan","New York","10036","4","1","40.75754558","-73.98065983","105","4","9600","MN17","1012630005","1034471","POINT (-73.98065983 40.75754558)","Businesses & Commercial Spaces",
"Walt Disney/ABC, Inc.","125 WEST END AVENUE","200A Stag, Area-2nd Floor","Manhattan","New York","10023","180","1","40.77566742","-73.98750381","107","6","15100","MN14","1011717514","1083025","POINT (-73.98750381 40.77566742)","Businesses & Commercial Spaces",
"Rosalyn Yalow Charter School","650 Grand Concourse","Main Entrance","Bronx","New York","10451","5","1","40.82085854","-73.92606286","204","16","6100","BX14","2024430053","2002452","POINT (-73.92606286 40.82085854)","School",
"P.S. 069 Daniel D. Tompkins","144 Keating Place","Main Entrance","Staten Island","New York","10314","12","1","40.59146064","-74.15670428","502","51","27705","SI24","5023660073","5037541","POINT (-74.15670428 40.59146064)","Public Schools",
"P.S. 092 Harry T. Stewart Sr.","99-01 34 Avenue","outside Main Office","Queens","New York","11368","36","1","40.75541114","-73.86901587","403","21","37700","QN26","4017140018","4042496","POINT (-73.86901587 40.75541114)","Public Schools","03/10/2025"
"J.H.S. 123 James M. Kieran","1025 Morrison Avenue","Outside 4th Floor Main Office","Bronx","New York","10472","21","1","40.82539659","-73.87366518","209","18","4800","BX55","2037180001","2087014","POINT (-73.87366518 40.82539659)","Public Schools","03/10/2025"
"Hyatt Hotels & Resorts - Andaz-5th Ave","485 5 AVENUE","-","Manhattan","New York","10017","5","2","40.75300584","-73.98121339","105","4","8200","MN20","1012760001","1035330","POINT (-73.98121339 40.75300584)","Businesses & Commercial Spaces",
"Brilla College Prep Middle School (Grades 5-8)","222 Alexander Avenue","Main Entrance","Bronx","New York","10454","6","1","40.80951965","-73.92551558","201","8","2300","BX39","2022980101","2097031","POINT (-73.92551558 40.80951965)","School",
"14 East 75th Street Inc.","14 East 75th Street","Mail Room off Lobby","Manhattan","New York","10021","14","1","40.77401033","-73.96470392","108","4","13000","MN40","1013890056","1041667","POINT (-73.96470392 40.77401033)","Businesses & Commercial Spaces",
"Fordham University Bronx Location","441 East Fordham Road","DPS car JAB-8378","Bronx","New York","10458","0","1","40.86072673616","-73.88953366191","206","15","39700","BX06","2032730001","2102025","POINT (-73.889533661913 40.860726736162)","Colleges & Universities","03/27/2025"
"HSBC","1 WEST 39 STREET","FLOORS 1-2, 4-6, 8-12, CELLAR","Manhattan","New York","10018","16","11","40.75178192","-73.98275128","105","4","8400","MN17","1008410031","1016045","POINT (-73.98275128 40.75178192)","Businesses & Commercial Spaces",
"Bedford Stuyvesant New Beginnings Charter School","82 Lewis Avenue","Main Entrance","Brooklyn","New York","11206","12","1","40.69467223","-73.93738968","303","36","28300","BK35","3015910045","3043017","POINT (-73.93738968 40.69467223)","School",
"P.S. 130 Abram Stevens Hewitt","750 Prospect Avenue","3rd Floor, Outside Rm 311","Bronx","New York","10455","10","1","40.81771463","-73.90242017","202","17","8500","BX33","2026880001","2005168","POINT (-73.90242017 40.81771463)","Public Schools",
"Jack Resnick & Sons, Inc.","2322 THIRD AVENUE","1st Floor","Manhattan","New York","10035","0","1","40.80445875","-73.9352596","111","8","24200","MN34","1017750033","1054497","POINT (-73.9352596 40.80445875)","Businesses & Commercial Spaces",
"P.S. 007 Samuel Stern","160 East 120 Street","FRONT ENTRANCE BY SCHOOL SAFETY","Manhattan","New York","10035","8","1","40.80099986","-73.9393481","111","8","19600","MN34","1017680021","1083501","POINT (-73.9393481 40.80099986)","Public Schools",
"P.S. 096 Queens","130-01 Rockaway Boulevard","Outside Room 301-3rd Floor Hallway","Queens","New York","11420","12","1","40.67498358","-73.8083707","410","28","18000","QN55","4116940027","4253028","POINT (-73.8083707 40.67498358)","Public Schools",
"Jack and Pearl Resnick Campus","1300 Morris Park Ave","Belfer, 1st Fl Lobby","Bronx","New York","10461","2","1","40.85117554","-73.84482139","211","13","28600","BX37","2041170001","2097363","POINT (-73.84482139 40.85117554)","School",
"Gumley Haft","2 COLUMBUS AVENUE","Concierge Desk / Front Desk Lobby","Manhattan","New York","10023","12","1","40.76946947","-73.98512222","107","6","14500","MN14","1011317501","1085729","POINT (-73.98512222 40.76946947)","Businesses & Commercial Spaces",
"Department of Citywide Administrative Services","2 Lafayette Street","FL 21","Manhattan","New York","10007","8","1","40.71371602","-74.00358556","101","1","3100","MN24","1001550001","1001672","POINT (-74.00358556 40.71371602)","Government Buildings & Services",
"Maria Gallagher","83-53 MANTON STREET","Travel","Queens","New York","11435","30","10","40.71108883","-73.82050168","408","24","22001","QN35","4096640001","4206531","POINT (-73.82050168 40.71108883)","School",
"P.S. 019 Marino Jeantet","40-10 99 Street","Fifth Floor Outside Room 501","Queens","New York","11368","25","1","40.74910061","-73.86636118","404","21","40900","QN26","4016070001","4607476","POINT (-73.86636118 40.74910061)","Public Schools",
"Crotona International High School","2474 Crotona Avenue","outside room 456","Bronx","New York","10458","5","1","40.85569163","-73.88271344","206","15","39300","BX06","2031040007","2012887","POINT (-73.88271344 40.85569163)","School",
"Loeb & Loeb LLP","345 PARK AVENUE","Floor 21/Business Center","Manhattan","New York","10154","12","1","40.75816441","-73.97324549","105","4","10000","MN19","1013060001","1036460","POINT (-73.97324549 40.75816441)","Businesses & Commercial Spaces",
"Verizon Wireless","395 FLATBUSH AVENUE EXTENSION",,"Brooklyn","New York","11201","1","1","40.68969781","-73.98134308","302","35","3300","BK68","3020930001","3058594","POINT (-73.98134308 40.68969781)","Businesses & Commercial Spaces",
"Bridge Street Senior Centers","277 Stuyvesant Avenue","Director's Office","Brooklyn","New York","11221","1","1","40.68505449","-73.93246621","303","36","29500","BK35","3016560005","3045802","POINT (-73.93246621 40.68505449)","Senior Centers",
"EBC High School for Public Service - Bushwick","1155 Dekalb Avenue","Main Entrance next to School Safety","Brooklyn","New York","11221","9","1","40.69449997","-73.92910649","304","34","39300","BK78","3032300027","3073462","POINT (-73.92910649 40.69449997)","School",
"Brookfield Properties - New York - 333W 34th Street","333 WEST 34 STREET","-","Manhattan","New York","10001","7","4","40.75264494","-73.99453549","104","3","11100","MN13","1007587501","1013558","POINT (-73.99453549 40.75264494)","Businesses & Commercial Spaces",
"Fisher Brothers","633 THIRD AVENUE","Lobby/Security Break Room","Manhattan","New York","10017","8","1","40.74990309","-73.97506063","106","4","8800","MN19","1013147502","1037174","POINT (-73.97506063 40.74990309)","Businesses & Commercial Spaces",
"Morgan Stanley - CMP072 - 399 Park - New York NY 399 - Floor: 23","399 Park Avenue","FL 23","Manhattan","New York","10022","2","1","40.75953381","-73.97224506","105","4","10000","MN19","1013087502","1071457","POINT (-73.97224506 40.75953381)","Businesses & Commercial Spaces","02/18/2025"
"DREAM Charter High School","20 Bruckner Boulevard","Outside gym 5th floor rm509","Bronx","New York","10454","0","1","40.80735885","-73.92876185","201","8","1900","BX39","2023087501","2094009","POINT (-73.92876185 40.80735885)","School",
"Vornado Office Management LLC","1 PARK AVENUE","Lobby Desk","Manhattan","New York","10016","7","1","40.74606173","-73.98207068","105","2","7200","MN20","1008887503","1018472","POINT (-73.98207068 40.74606173)","Businesses & Commercial Spaces",
"10 & 20 Bay Street Co-Op Board","20 Bay Street Landing","Apartment Building # 20: Lobby (SN: A032-00272)","Staten Island","New York","10301","16","2","40.63792795","-74.07427413","501","49",,"SI22","5000010216","5110064","POINT (-74.07427413 40.63792795)","Businesses & Commercial Spaces",
"J.H.S. 014 Shell Bank","2424 Batchelder Street","Main Entrance next to School Safety","Brooklyn","New York","11235","10","1","40.59351346","-73.93767213","315","48","59600","BK17","3074240001","3203617","POINT (-73.93767213 40.59351346)","Public Schools",
"I.S. 528 Bea Fuller Rodgers School","180 Wadsworth Avenue","3rd floor outside elevator","Manhattan","New York","10033","8","1","40.85050408","-73.93448445","112","10","27100","MN35","1021640032","1063928","POINT (-73.93448445 40.85050408)","School",
"Fordham University Bronx Location","441 East Fordham Road","Alumni Court South Lobby","Bronx","New York","10458","0","1","40.86072674","-73.88953366","206","15","39700","BX06","2032730001","2102025","POINT (-73.88953366 40.86072674)","Colleges & Universities","03/27/2025"
"Francis Lewis High School - Annex","58-20 Utopia Parkway","annex outside room 304","Queens","New York","11365","0","1","40.74071593","-73.79282959","411","20","141700","QN48","4068820001","4148763","POINT (-73.79282959 40.74071593)","School",
"J.H.S. 050 John D. Wells","183 South 3rd Street","main entrance","Brooklyn","New York","11211","10","1","40.71169728","-73.96027507","301","34","52300","BK73","3024190001","3063128","POINT (-73.96027507 40.71169728)","Public Schools",
"Queens Preparatory Academy","143-10 Springfield Boulevard","ACROSS FROM RM 209","Queens","New York","11413","6","1","40.66822698","-73.75683872","412","31","33000","QN02","4130570056","4280845","POINT (-73.75683872 40.66822698)","School",
"Equinox","45 ROCKEFELLER PLAZA",,"Manhattan","New York","10111","11","3","40.75919751","-73.97833472","105","4","10400","MN17","1012660001","1083860","POINT (-73.97833472 40.75919751)","Health Clubs & Gyms",
"Three World Trade Center","175 Greenwich Street","12th Fl./Locker Bay","Manhattan","New York","10019","17","1","40.71096789","-74.01235777","101","1","1300","MN25","1000580001","1088797","POINT (-74.01235777 40.71096789)","Businesses & Commercial Spaces",
"A-Tech High School","50 Bedford Avenue","FL 03","Brooklyn","New York","11222","35","1","40.7219738","-73.9532809","301","33","51700","BK73","3026700001","3066698","POINT (-73.9532809 40.7219738)","School","03/10/2025"
"Sunbelt Rentals, Inc - 1397","777 Brush Ave","-","Bronx","New York","10465","4","1","40.82289272","-73.83813462","210","13","2005","BX09","2055600001","2125938","POINT (-73.83813462 40.82289272)","Businesses & Commercial Spaces","07/03/2024"
"Estee Lauder Companies, Inc.","65 BLEECKER STREET","13th Floor","Manhattan","New York","10012","3","1","40.72619643","-73.99517265","102","2","5502","MN23","1005290072","1008454","POINT (-73.99517265 40.72619643)","Businesses & Commercial Spaces",
"Young Women's Leadership School - Jamaica","150-91 87 Road","Outside Room 426","Queens","New York","11432","5","1","40.70751966","-73.80641206","408","24","23600","QN35","4097070048","4207510","POINT (-73.80641206 40.70751966)","School",
"P.S. 105 Sen Abraham Bernstein","725 Brady Avenue","Main Office","Bronx","New York","10462","11","1","40.85239137","-73.86661554","211","13","22404","BX49","2042880001","2048794","POINT (-73.86661554 40.85239137)","Public Schools",
"P.S./I.S. 295 Queens","222-14 Jamaica Avenue","Outside room 219","Queens","New York","11428","9","1","40.72061071","-73.73199617","413","23","56800","QN34","4108130005","4231378","POINT (-73.73199617 40.72061071)","Public Schools",
"Brooklyn South Field Support Center (Ocean Avenue)","1780 Ocean Avenue","FL 03 - Outside Room 340","Brooklyn","New York","11230","0","1","40.61890816","-73.95511472","314","44","53800","BK43","3067390077","3180747","POINT (-73.95511472 40.61890816)","Public Schools",
"J.H.S. 143 Eleanor Roosevelt","511 West 182 Street","4th Floor-Opposite Rm 422","Manhattan","New York","10033","8","1","40.84890183","-73.93094738","112","10","26900","MN35","1021550035","1063703","POINT (-73.93094738 40.84890183)","Public Schools",
"Renaissance Charter School","35-59 81st Street","Outside Cafe","Queens","New York","11372","11","1","40.75130343","-73.88553269","403","25","28300","QN28","4012810038","4029691","POINT (-73.88553269 40.75130343)","School",
"Creo College Preparatory Charter School","524 Courtlandt Avenue","Main Entrance","Bronx","New York","10451","8","1","40.81604003","-73.91976395","201","17","6500","BX34","2023270039","2000847","POINT (-73.91976395 40.81604003)","School",
"Toyota North America","9 WEST 57 STREET","4900","Manhattan","New York","10019","2","1","40.76324802","-73.97463325","105","4","11201","MN17","1012730022","1035071","POINT (-73.97463325 40.76324802)","Businesses & Commercial Spaces",
"Barnard College","3009 BROADWAY","Milstein Center","Manhattan","New York","10027","30","1","40.80907951","-73.96312109","109","7","20500","MN09","1019890001","1082351","POINT (-73.96312109 40.80907951)","Colleges & Universities",
"Equinox","344 AMSTERDAM AVENUE","-","Manhattan","New York","10024","17","1","40.78146869","-73.97955515","107","6","16300","MN12","1011687501","1087660","POINT (-73.97955515 40.78146869)","Health Clubs & Gyms",
"Morgan Stanley - 1585 Broadway","1585 Broadway","FL 25","Manhattan","New York","10036","7","1","40.76020869","-73.98533366","105","3","12500","MN17","1010197502","1076193","POINT (-73.98533366 40.76020869)","Businesses & Commercial Spaces",
"Staten Island School of Civic Leadership","280 Regis Drive","2nd Floor Stairway A","Staten Island","New York","10314","12","1","40.62066832","-74.16427642","501","49","30301","SI12","5016530001","5032481","POINT (-74.16427642 40.62066832)","School",
"Boys And Girls High School","1700 Fulton Street","Main Entrance By School Safety","Brooklyn","New York","11213","14","1","40.67943315","-73.93240703","303","36","27100","BK61","3017010001","3047996","POINT (-73.93240703 40.67943315)","School",
"M. McLeod Bethune Senior Centers","1970 Amsterdam Avenue","Director's Office","Manhattan","New York","1032","2","1","40.83327379","-73.94173975","112","10","24100","MN36","1021160033","1076742","POINT (-73.94173975 40.83327379)","Senior Centers",
"P.S. 127 McKinley Park","7805 Seventh Avenue","main entrance","Brooklyn","New York","11228","12","1","40.6242156","-74.0187178","310","38","20600","BK30","3059730001","3150481","POINT (-74.0187178 40.6242156)","Public Schools",
"Rose Building","33 West 60th Street","Fire Command Station","Manhattan","New York","10023","25","1","40.76948571","-73.98345068","107","6","14500","MN14","1011130008","1084277","POINT (-73.98345068 40.76948571)","Businesses & Commercial Spaces",
"P.S./I.S. 187 Hudson Cliffs","349 Cabrini Boulevard","Outside Room 303","Manhattan","New York","10040","13","1","40.85673332","-73.93705578","112","10","27300","MN35","1021790365","1064371","POINT (-73.93705578 40.85673332)","Public Schools",
"P.S. 108 Captain Vincent G. Fowler","108-10 109 Avenue","Main Entrance","Queens","New York","11420","21","1","40.67957633","-73.83154712","410","28","9600","QN55","4114750011","4247572","POINT (-73.83154712 40.67957633)","Public Schools",
"Hugh Gilroy Senior Centers","447 Kings 4 Walk","Director's Office","Brooklyn","New York","11233","4","1","40.67523448","-73.92493069","308","41","30700","BK61","3013440175","3035751","POINT (-73.92493069 40.67523448)","Senior Centers",
"Manhattan International High School","317 East 67 Street","Outside Room 516","Manhattan","New York","10065","2","1","40.76535184","-73.96005883","108","5","11800","MN31","1014420001","1083343","POINT (-73.96005883 40.76535184)","School",
"Lyceum Theater","149west 45th Street","coatcheck","Manhattan","New York","10036","2","1","40.75736221","-73.9840962","105","4","11900","MN17","1009980008","1022633","POINT (-73.9840962 40.75736221)","Performance Venues",
"Worldwide Plaza","825 Eighth Avenue","Fl. 43/Restroom","Manhattan","New York","10019","38","1","40.76206701","-73.98627542","104","3","12700","MN15","1010400029","1076203","POINT (-73.98627542 40.76206701)","Businesses & Commercial Spaces",
"Time, Inc.","1271 6th Avenue","FL 03 - SI","Manhattan","New York","10020","4","1","40.76028202","-73.98015728","105","4","13100","MN17","1010030029","1022709","POINT (-73.98015728 40.76028202)","Businesses & Commercial Spaces",
"P.S. 073 Bronx","1020 Anderson Avenue","Main Entrance","Bronx","New York","10452","29","1","40.83269985","-73.92683743","204","16","18900","BX26","2025040082","2003051","POINT (-73.92683743 40.83269985)","Public Schools","03/10/2025"
"The Churchill School","301 EAST 29 STREET","Mail Room/ Gym/ PE Dept. (3 Mobile)","Manhattan","New York","10016","15","5","40.74157883","-73.97801208","106","4","7000","MN20","1009350006","1081677","POINT (-73.97801208 40.74157883)","School",
"Bronx Charter School for Children - Middle School","423 East 138th Street","outside elevator 7th floor","Bronx","New York","10454","17","1","40.80869382","-73.92190052","201","8","3900","BX39","2022830088","2101568","POINT (-73.92190052 40.80869382)","School",
"Office of Safety and Youth Development [335 Adams]","335 Adams Street","6th Floor by Main Desk","Brooklyn","New York","11201","21","1","40.69355794","-73.98890761","302","33","1100","BK38","3001407501","3000259","POINT (-73.98890761 40.69355794)","Government Buildings & Services",
"Howard Beach Senior Centers","156-45 84th Street","Main Office","Queens","New York","11414","1","1","40.66186417","-73.84922472","410","32","89200","QN57","4139490026","4292302","POINT (-73.84922472 40.66186417)","Senior Centers",
"Jacob K. Javits Convention Center","655 WEST 34 STREET","3A Rear","Manhattan","New York","10001","75","1","40.75655629","-74.00380806","104","3","9900","MN13","1006800001","1067973","POINT (-74.00380806 40.75655629)","Performance Venues",
"Practicing Law Institute","810 7 AVENUE","25","Manhattan","New York","10019","20","4","40.76263186","-73.98214562","105","3","13100","MN17","1010240038","1024828","POINT (-73.98214562 40.76263186)","Businesses & Commercial Spaces",
"Midwood High School","2839 Bedford Avenue","2nd Floor Room 269","Brooklyn","New York","11210","34","1","40.63322956","-73.95292894","314","45","77200","BK42","3075530041","3205788","POINT (-73.95292894 40.63322956)","School",
"Department of Citywide Administrative Services","253 Broadway","FL 02","Manhattan","New York","10007","2","1","40.71325748","-74.00706286","101","1","2100","MN24","1001347501","1082757","POINT (-74.00706286 40.71325748)","Government Buildings & Services",
"Thurgood Marshall Academy for Learning and Social Change","200 West 135 Street","3rd Floor","Manhattan","New York","10030","5","1","40.81544236","-73.94406035","110","9","22800","MN03","1019400035","1058843","POINT (-73.94406035 40.81544236)","School",
"P.S. K315","2310 Glenwood Road","4TH FLOOR. outside 407","Brooklyn","New York","11210","4","1","40.63322477","-73.9546547","314","45","77200","BK42","3075510026","3205780","POINT (-73.9546547 40.63322477)","Public Schools",
"Zeta Charter School - Mount Eden Early Childhood (Pre-K - Kindergarten)","1325 Jerome Avenue","Main Entrance","Bronx","New York","10452","12","1","40.83870817","-73.91879324","204","16","21900","BX26","2028567501","2129224","POINT (-73.91879324 40.83870817)","Public Schools",
"Saint David's School","12 EAST 89 STREET","Fourth Floor Corridor outside Headmaster's Office","Manhattan","New York","10128","72","1","40.78318667","-73.95839426","108","4","15002","MN40","1015000062","1073030","POINT (-73.95839426 40.78318667)","School",
"Morgan Stanley - ISG - New York Metro - 522 5th Avenue - Floor: 7","522 Fifth Avenue","FL 07","Manhattan","New York","10036","1","1","40.75450705","-73.98014457","105","4","9600","MN17","1012597502","1034212","POINT (-73.98014457 40.75450705)","Businesses & Commercial Spaces",
"Canarsie Ascend Charter Middle School","744 East 87th Street","Main Entrance","Brooklyn","New York","11236","9","1","40.63946662","-73.90891893","318","46","95800","BK50","3080070016","3325345","POINT (-73.90891893 40.63946662)","School",
"Hansborough Recreation Center","35 West 134th Street","1","Manhattan","New York","10037","5","1","40.81264315","-73.93948917","110","9","21200","MN03","1017300055","1081456","POINT (-73.93948917 40.81264315)","Parks & Recreation",
"Broome Street Academy Charter High School","121 6th Avenue","near elevator","Manhattan","New York","10013","17","1","40.72389632","-74.00469008","102","1","3700","MN24","1004777501","1083493","POINT (-74.00469008 40.72389632)","School",
"CAB East Concourse Senior Centers","236 East Tremont Avenue","Director's Office","Bronx","New York","10457","3","1","40.84892961","-73.90456101","205","15","23302","BX41","2028040021","2007599","POINT (-73.90456101 40.84892961)","Senior Centers",
"Selfhelp Prince Street Senior Centers","36-12 Prince Street","Director's Office","Queens","New York","11354","4","1","40.76196015","-73.83307067","407","20","86900","QN22","4049690021","4112218","POINT (-73.83307067 40.76196015)","Senior Centers",
"International Leadership Charter School","3030 Riverdale Avenue","Second Floor Cafe","Bronx","New York","10463","5","1","40.88084694","-73.90995395","208","11","28900","BX29","2057120130","2128630","POINT (-73.90995395 40.88084694)","School",
"District 27 Pre-K Center at Q474 (Q474)","101-20 105 Street","Main Entrance","Queens","New York","11416","19","1","40.68565949","-73.83776232","409","29","11200","QN54","4094220001","4198431","POINT (-73.83776232 40.68565949)","Public Schools","03/10/2025"
"P.S. 330 - Queens","110-08 Northern Blvd","3rd Floor Outside Room 305","Queens","New York","11368","11","1","40.75787255","-73.8592001","403","21","38100","QN26","4017250001","4540038","POINT (-73.8592001 40.75787255)","Public Schools",
"East Side Middle School","331 East 91 Street","Across from Rm 321","Manhattan","New York","10128","8","1","40.78069868","-73.94855265","108","5","15400","MN32","1015540032","1081267","POINT (-73.94855265 40.78069868)","School",
"Walt Disney/ABC, Inc.","125 WEST END AVENUE","IS Room 149-1st Floor","Manhattan","New York","10023","180","1","40.77566742","-73.98750381","107","6","15100","MN14","1011717514","1083025","POINT (-73.98750381 40.77566742)","Businesses & Commercial Spaces",
"The Anderson School","100 West 77 Street","Main Entrance","Manhattan","New York","10024","18","1","40.78081492","-73.97685443","107","6","16100","MN12","1011480014","1030178","POINT (-73.97685443 40.78081492)","Public Schools","03/10/2025"
"Bronxwood Preparatory Academy","921 East 228 Street","PSAL Room 321","Bronx","New York","10466","39","2","40.8878253","-73.85269224","212","12","40400","BX44","2048640035","2064589","POINT (-73.85269224 40.8878253)","Public Schools","03/10/2025"
"Macy's Inc. - #006: Kings Plaza","5400 AVENUE U","-","Brooklyn","New York","11234","6","1","40.6110969","-73.92047943","318","46","69800","BK45","3084700055","3326830","POINT (-73.92047943 40.6110969)","Businesses & Commercial Spaces",
"Artisan Partners - New York - 745 5th Avenue","745 5 AVENUE","FL 20","Manhattan","New York","10151","4","1","40.76331917","-73.97369465","105","4","11202","MN17","1012930069","1036079","POINT (-73.97369465 40.76331917)","Businesses & Commercial Spaces","06/10/2024"
"Brooklyn Collegiate: A College Board School","2021 Bergen Street","OUTSIDE ROOM 347","Brooklyn","New York","11233","17","1","40.6740954","-73.91327323","316","41","36501","BK79","3014480001","3038939","POINT (-73.91327323 40.6740954)","School",
"Manhattan Center for Science and Mathematics","280 Pleasant Avenue","Outside Room 307","Manhattan","New York","10029","18","1","40.79446964","-73.93356468","111","8","17800","MN34","1017130001","1053152","POINT (-73.93356468 40.79446964)","Public Schools",
"Morgan Stanley - 1633 Broadway","1633 Broadway","FL 26","Manhattan","New York","10019","18","1","40.76156716","-73.98396163","105","3","13100","MN17","1010220043","1024812","POINT (-73.98396163 40.76156716)","Businesses & Commercial Spaces","06/24/2024"
"Jacqueline Kennedy Onassis High School","120 West 46 Street","Outside Rm 305","Manhattan","New York","10036","8","1","40.75772163","-73.98307821","105","4","11900","MN17","1009980041","1069583","POINT (-73.98307821 40.75772163)","School",
"High School for Medical Professions","1600 Rockaway Parkway","Outside Room 330","Brooklyn","New York","11236","6","1","40.64146682","-73.89825407","318","46","99000","BK50","3082220001","3230949","POINT (-73.89825407 40.64146682)","School",
"Con Edison - 30 Flatbush Avenue","30 FLATBUSH AVENUE","-","Brooklyn","New York","11217-1121","35","2","40.68811941","-73.98041682","302","33","3700","BK38","3001620001","3000483","POINT (-73.98041682 40.68811941)","Businesses & Commercial Spaces",
"East Flatbush Ascend Charter School (EFACS)","870 Albany Avenue","3rd Floor South Stairwell","Brooklyn","New York","11203","3","1","40.65251617","-73.93919169","317","40","81400","BK91","3048770001","3381550","POINT (-73.93919169 40.65251617)","School",
"Fordham University Bronx Location","441 East Fordham Road","Loschert Hall Lobby","Bronx","New York","10458","0","1","40.86072673616","-73.88953366191","206","15","39700","BX06","2032730001","2102025","POINT (-73.889533661913 40.860726736162)","Colleges & Universities","03/27/2025"
"J.H.S. 210 Elizabeth Blackwell","93-11 101 Avenue","4th Floor Near Room 416","Queens","New York","11416","35","1","40.68385028","-73.84746937","409","32","3800","QN53","4090670001","4188567","POINT (-73.84746937 40.68385028)","Public Schools","03/10/2025"
